RowID;Date/Time;Cogeneration (kWh);Wind (kWh);Photovoltaics (kWh);Hydro (kWh);Other Technologies (kWh);Distribution Network (kWh);temperature_2m (°C);relative_humidity_2m (%);precipitation (mm);rain (mm);snowfall (cm);cloud_cover (%);Wind_Direction_10m;wind_speed_10m (km/h);Wind_Direction_100m;wind_speed_100m (km/h);direct_radiation (W/m²);shortwave_radiation (W/m²);diffuse_radiation (W/m²);direct_normal_irradiance (W/m²);terrestrial_radiation (W/m²);Productions
7712;2024-05-15 10:00:00;53939.375;269727.625;20839.5;27142.875;123236.96204375;494886.33704375;13.3;74.0;0.1;0.1;0.0;86.0;;9.4;Northeast;11.9;171.0;433.0;262.0;239.2;957.2;High Production
7713;2024-10-28 14:00:00;67375.125;431107.1875;28342.25;;56169.25399999999;607784.879;20.6;53.0;;;0.0;12.0;Southwest;8.7;Southwest;12.8;84.0;284.0;200.0;156.5;744.0;Low Production
7714;2024-02-02 23:00:00;36903.9375;611129.125;0.25;38147.8125;88158.19724999997;774339.32225;;67.0;;;0.0;25.0;Northwest;11.5;;28.1;0.0;0.0;0.0;0.0;0.0;Medium-High Production
7715;2024-04-29 23:00:00;49223.1875;347989.875;0.1875;29492.375;93411.875;520117.5;8.8;86.0;;;0.0;96.0;East;4.8;East;7.9;0.0;0.0;0.0;0.0;0.0;High Production
7716;2024-11-19 20:00:00;61278.0;478727.9375;0.0;19394.25;35377.18075;;11.9;90.0;;;0.0;89.0;North;2.2;Northeast;8.3;0.0;0.0;0.0;0.0;0.0;Low Production
7717;2024-09-07 07:00:00;79870.8125;287892.0625;6667.0;1633.375;51830.44124999999;427893.69125;14.5;94.0;0.1;0.1;0.0;100.0;Northwest;13.8;Northwest;20.5;0.0;;7.0;0.0;97.7;High Production
7718;2024-12-03 16:00:00;74898.375;433733.625;3165.875;24003.4375;46838.27075;;13.0;73.0;;;0.0;100.0;West;2.8;West;4.3;0.0;58.0;58.0;0.0;316.4;Low Production
7719;2024-08-07 12:00:00;nan;85491.9375;36305.625;6513.8125;116441.65224999998;300481.33975;30.2;49.0;;;;;Southwest;6.4;Southwest;7.1;741.0;852.0;111.0;852.4;1156.3;Medium-Low Production
7720;2024-11-12 08:00:00;61184.4375;798966.625;8964.6875;12291.6875;54163.11625000002;935570.55375;11.4;72.0;;;0.0;99.0;South;9.2;Southwest;23.5;9.0;18.0;9.0;101.8;63.4;Medium-High Production
7721;2024-04-18 02:00:00;43582.875;612858.375;0.0;36514.5625;78618.375;771574.1875;14.6;57.0;;;0.0;44.0;Northwest;12.6;Northwest;29.9;0.0;0.0;0.0;0.0;0.0;Medium-High Production
7722;2024-11-29 04:00:00;68486.875;535994.1875;0.0625;15749.875;46866.75349999999;667097.7535;;75.0;;;0.0;94.0;Northeast;11.7;Northeast;23.8;0.0;0.0;0.0;0.0;0.0;Low Production
7723;2024-11-08 22:00:00;69406.375;;0.0625;15923.5625;47754.81025;263806.43525;14.4;98.0;;;0.0;;West;6.6;West;;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
7724;2024-04-03 09:00:00;40470.5;260240.625;18177.0625;54165.3125;96137.75;469191.25;;91.0;0.1;0.1;0.0;88.0;South;15.7;South;24.8;;155.0;133.0;52.9;569.7;High Production
7725;2024-07-19 02:00:00;nan;107107.5;0.0;;79208.25475;235528.19225;;89.0;;;0.0;;Northwest;4.0;;;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
7726;2024-12-08 15:00:00;61301.6875;;21668.3125;16757.25;60754.3505;1077126.9755;;47.0;;;0.0;46.0;North;19.1;North;28.2;209.0;290.0;81.0;627.4;469.7;Medium Production
7727;2024-05-21 04:00:00;46920.375;285567.1875;0.0;19272.0625;95375.92475000002;447135.54975;8.9;100.0;;;0.0;100.0;Northwest;3.0;Northwest;2.8;0.0;0.0;0.0;;0.0;High Production
7728;2024-10-31 12:00:00;nan;543833.9375;18481.0625;22806.5625;63276.80349999998;718223.4909999999;19.7;62.0;;;0.0;18.0;North;16.0;;22.2;364.0;;nan;669.7;754.7;Low Production
7729;2024-05-25 23:00:00;40957.0;228535.9375;0.0;14296.0625;84107.9385;367896.9385;15.6;;0.3;0.3;0.0;100.0;Northwest;3.3;Northwest;5.7;0.0;0.0;0.0;0.0;0.0;High Production
7730;2024-01-12 14:00:00;21480.1875;699147.4375;17564.0;43560.375;98216.75;879968.75;10.6;59.0;;;0.0;39.0;;17.7;Northeast;24.6;337.0;422.0;85.0;776.5;613.8;Medium-High Production
7731;2024-03-28 00:00:00;31643.6875;963621.1875;0.125;50121.9375;86350.0625;1131737.0;7.8;64.0;;;0.0;60.0;Northwest;15.8;;29.7;0.0;0.0;0.0;0.0;0.0;Medium Production
7732;2024-05-05 11:00:00;39405.9375;702296.5;18442.25;32038.6875;118904.21698025;911087.59198025;14.6;93.0;1.4;1.4;0.0;100.0;Northwest;24.4;;38.6;0.0;123.0;123.0;0.0;1085.9;Medium-High Production
7733;2024-10-30 03:00:00;60534.625;715593.5625;0.0;10234.8125;44284.44575000001;830647.44575;19.3;59.0;;;0.0;100.0;South;22.6;South;39.6;0.0;0.0;0.0;0.0;0.0;Medium-High Production
7734;2024-11-04 09:00:00;72027.625;527678.9375;10249.375;16031.25;56742.80350000001;682729.991;16.6;73.0;;;0.0;99.0;Southwest;11.1;West;22.1;11.0;91.0;80.0;51.0;299.9;Low Production
7735;2024-12-15 06:00:00;72522.25;515134.375;0.0;7977.875;47428.51600000001;643063.0160000001;2.8;79.0;;;0.0;0.0;North;7.3;;17.1;0.0;0.0;0.0;0.0;0.0;Low Production
7736;2024-08-18 20:00:00;38460.6875;460683.25;0.0;4231.75;78337.49049999999;581713.178;23.6;67.0;;;0.0;0.0;;7.6;Northwest;15.8;1.0;;5.0;13.6;39.5;Low Production
7737;2024-01-19 17:00:00;19283.0625;;1623.75;49634.875;88267.9375;684367.0625;12.4;79.0;;;0.0;;Southeast;4.8;Southeast;;56.0;97.0;41.0;357.4;221.4;Low Production
7738;2024-07-08 04:00:00;nan;138008.4375;0.0;5884.9375;74822.00425;257242.50425;12.4;88.0;;;0.0;;West;;West;4.7;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
7739;2024-05-19 00:00:00;32487.375;289281.5;0.0;21463.0;101444.13675;;9.6;99.0;;;0.0;100.0;Northwest;4.8;North;2.8;;0.0;nan;0.0;0.0;High Production
7740;2024-06-03 00:00:00;39609.5;489563.25;0.0;11241.0;99615.9375;640029.6875;19.7;40.0;;;0.0;0.0;Northwest;14.8;Northwest;35.3;0.0;0.0;nan;0.0;0.0;Low Production
7741;2024-09-29 16:00:00;66424.625;122923.875;22693.3125;5656.125;45868.562750000005;263566.50025000004;19.8;49.0;;;;100.0;Northeast;6.3;Northeast;8.8;;170.0;155.0;31.2;655.9;Medium-Low Production
7742;2024-05-20 15:00:00;63993.8125;387920.4375;24529.9375;;123146.69400425;628331.25650425;17.5;65.0;0.3;0.3;0.0;47.0;North;15.6;North;20.6;589.0;754.0;nan;704.6;1116.7;Low Production
7743;2024-06-03 18:00:00;58398.75;124091.6875;5633.1875;24379.875;103310.0;315813.5;25.5;43.0;;;;0.0;Northwest;12.7;Northwest;17.8;278.0;367.0;89.0;635.8;581.2;Medium-Low Production
7744;2024-04-09 02:00:00;41802.0;540464.5625;0.0;53682.0625;88401.875;;4.9;88.0;;;0.0;5.0;Southeast;8.7;Southeast;13.9;0.0;0.0;0.0;0.0;0.0;Low Production
7745;2024-07-22 07:00:00;58292.375;568230.0625;nan;4317.3125;84098.02174999999;723621.70925;20.9;57.0;;;0.0;0.0;Northwest;8.8;Northwest;21.6;93.0;140.0;47.0;;261.3;Low Production
7746;2024-12-24 22:00:00;63049.3125;842731.375;0.0;11680.0625;46745.63425;964206.38425;11.4;69.0;;;0.0;0.0;;;East;25.2;;0.0;0.0;0.0;0.0;Medium-High Production
7747;2024-10-01 16:00:00;81426.1875;277149.125;16719.4375;6095.5;54347.14874999999;435737.39875;;98.0;0.9;;0.0;100.0;Southwest;14.2;Southwest;23.9;11.0;77.0;66.0;;;High Production
7748;2024-11-24 14:00:00;67100.6875;1113075.9375;8496.5625;18816.25;50805.78649999999;1258295.224;20.5;45.0;;;0.0;99.0;Northeast;;Northeast;42.7;4.0;72.0;68.0;9.3;606.4;Medium Production
7749;2024-12-02 18:00:00;73322.625;117916.6875;0.0;22497.0625;43314.52900000001;257050.904;12.4;87.0;;;0.0;28.0;West;5.1;West;13.8;0.0;0.0;0.0;;0.0;Medium-Low Production
7750;2024-12-07 05:00:00;59285.8125;829082.25;0.1875;8251.5;44387.37224999999;941007.12225;13.4;99.0;0.3;0.3;0.0;100.0;South;8.3;South;16.1;0.0;0.0;0.0;0.0;0.0;Medium-High Production
7751;2024-01-11 19:00:00;19809.6875;;0.25;;82059.125;611891.5;;70.0;;;0.0;0.0;Northwest;;Northwest;22.8;;0.0;0.0;0.0;0.0;Low Production
7752;2024-05-28 08:00:00;59522.8125;211810.75;20157.8125;16881.9375;115175.148561;423548.461061;17.7;74.0;;;;;Southeast;3.8;Southeast;8.2;280.0;361.0;nan;666.4;559.6;High Production
7753;2024-06-04 11:00:00;46747.125;64060.6875;35274.9375;20927.5625;;288214.875;25.4;50.0;;;0.0;3.0;North;8.4;North;10.2;;;112.0;;1126.9;Medium-Low Production
7754;2024-03-15 20:00:00;37019.875;75100.6;0.25;54216.75;79258.0;;13.2;94.0;;;0.0;21.0;Southeast;1.3;Southeast;2.9;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
7755;2024-04-27 22:00:00;39611.5625;223795.6875;0.0;31849.5625;84493.25;379750.0625;7.9;90.0;;;0.0;25.0;Southeast;4.5;Southeast;3.3;0.0;0.0;0.0;0.0;;High Production
7756;2024-12-08 00:00:00;66724.875;1004532.3125;0.0;8668.1875;46813.51224999997;1126738.88725;8.1;79.0;;;0.0;22.0;South;7.1;South;18.7;0.0;0.0;0.0;0.0;0.0;Medium Production
7757;2024-10-19 04:00:00;58899.75;368593.3125;0.0;17967.6875;39444.84525000001;;16.1;95.0;0.2;0.2;0.0;100.0;;12.7;West;21.4;0.0;;0.0;0.0;0.0;High Production
7758;2024-11-28 04:00:00;67000.6875;838278.5;0.0;15943.5625;46408.93949999998;967631.6895;9.7;73.0;;;0.0;3.0;West;8.2;West;22.3;0.0;0.0;0.0;0.0;0.0;Medium-High Production
7759;2024-06-19 06:00:00;56471.375;61393.75;1979.0625;11805.25;91336.1875;222985.625;12.8;96.0;;;0.0;69.0;South;3.3;South;5.8;7.0;29.0;22.0;60.7;;Medium-Low Production
7760;2024-02-01 11:00:00;38980.5;189484.125;30343.8125;;108821.47024999998;411524.15775;15.9;75.0;;;;0.0;Northwest;4.7;;12.5;309.0;376.0;67.0;;554.8;High Production
7761;2024-09-04 01:00:00;69049.1875;623313.5625;0.0;1301.5625;36377.641;;16.1;74.0;;;0.0;0.0;Northwest;9.0;;18.3;0.0;0.0;nan;0.0;0.0;Low Production
7762;2024-03-28 22:00:00;40903.4375;874815.25;nan;51660.25;91741.5625;1059120.75;8.5;91.0;1.1;;0.0;100.0;Northeast;18.1;Northeast;;;0.0;0.0;0.0;0.0;Medium Production
7763;2024-10-25 22:00:00;70273.125;422516.5;0.0;19706.375;44161.42325000001;556657.42325;8.7;90.0;;;0.0;98.0;;4.2;Southeast;3.3;0.0;0.0;0.0;;0.0;Low Production
7764;2024-03-08 14:00:00;42882.25;1013291.7875;13103.625;52468.3125;113613.5625;;12.1;;;;0.0;100.0;Southwest;30.9;Southwest;44.8;61.0;342.0;281.0;90.1;940.2;Medium Production
7765;2024-02-04 17:00:00;20143.5625;3222.0;3030.9375;43020.1875;;159570.33075;16.3;77.0;;;0.0;;North;4.3;North;8.6;114.0;;59.0;519.3;309.1;Medium-Low Production
7766;2024-06-05 01:00:00;31335.6875;67801.125;0.0;11163.125;99337.75;;15.6;94.0;;;0.0;39.0;Northwest;2.2;Northwest;2.9;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
7767;2024-12-27 07:00:00;60904.25;254327.5;0.25;8193.75;44561.60950000002;;5.2;88.0;;;0.0;1.0;Northwest;8.5;Northwest;17.7;0.0;0.0;0.0;0.0;0.0;High Production
7768;2024-02-26 18:00:00;42273.5;1086431.8125;455.375;52344.0;87076.79024999996;1268581.47775;9.7;63.0;;;0.0;;North;;;;53.0;93.0;40.0;;197.8;Medium Production
7769;2024-05-06 05:00:00;40150.5625;263158.625;1.5625;35852.375;91430.55855325;430593.6835532501;7.2;100.0;;;0.0;;West;3.6;Northwest;7.0;0.0;0.0;0.0;0.0;0.0;High Production
7770;2024-03-22 01:00:00;24367.5625;737140.0;0.0;47865.125;76834.9375;886207.625;19.2;51.0;;;0.0;3.0;;18.2;West;38.0;0.0;0.0;0.0;0.0;0.0;Medium-High Production
7771;2024-04-26 19:00:00;nan;558416.625;68.8125;31638.4375;97485.375;;;92.0;4.7;4.7;0.0;97.0;Northeast;16.9;Northeast;25.9;0.0;14.0;14.0;0.0;;Low Production
7772;2024-08-09 02:00:00;41211.75;229869.3125;nan;3148.9375;79540.12875;353770.12875000003;19.6;88.0;;;0.0;0.0;North;3.3;North;5.0;0.0;0.0;0.0;;0.0;High Production
7773;2024-05-16 23:00:00;40191.3125;515900.375;0.125;;100951.2735;680752.6485;10.9;93.0;;;0.0;25.0;Northwest;10.8;Northwest;21.5;0.0;;0.0;0.0;0.0;Low Production
7774;2024-11-03 07:00:00;62484.5625;507599.125;823.5625;12010.6875;48836.957;631754.8944999999;12.2;88.0;;;0.0;0.0;South;9.2;South;23.3;0.0;0.0;0.0;0.0;0.0;Low Production
7775;2024-10-29 16:00:00;nan;603176.5625;6059.1875;23469.5625;;750781.742;23.0;64.0;;;0.0;99.0;Southwest;4.5;Southwest;10.5;;279.0;63.0;662.1;452.5;Low Production
7776;2024-01-10 04:00:00;7466.5625;;0.0;41309.4375;73458.4375;318735.8125;7.6;93.0;;;0.0;100.0;Southwest;3.6;West;4.2;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
7777;2024-10-19 16:00:00;57954.4375;478115.3125;5803.75;30378.125;48074.10250000001;620325.7275;17.7;93.0;0.7;0.7;0.0;100.0;West;15.7;West;26.4;0.0;69.0;69.0;0.0;;Low Production
7778;2024-10-24 22:00:00;72162.375;440514.375;nan;19884.1875;42263.89175000001;574824.82925;14.4;90.0;;0.2;0.0;100.0;South;10.4;;18.4;0.0;0.0;0.0;0.0;0.0;Low Production
7779;2024-04-03 21:00:00;38779.8125;324869.25;0.25;54956.75;73773.375;492379.4375;11.6;96.0;;;0.0;99.0;Southwest;;;18.8;0.0;;nan;0.0;0.0;High Production
7780;2024-05-19 05:00:00;32809.625;240662.5625;48.6875;20718.1875;100703.49919825;394942.56169825;10.3;99.0;;;0.0;100.0;Northwest;2.3;North;4.2;0.0;0.0;0.0;0.0;0.0;High Production
7781;2024-04-13 14:00:00;37393.875;37887.5;nan;42371.6875;120887.4375;269556.75;27.1;56.0;;;0.0;56.0;Southwest;9.0;Southwest;10.8;706.0;;123.0;858.1;1119.6;Medium-Low Production
7782;2024-08-29 09:00:00;51627.875;;11884.75;5916.6875;105806.27075000004;326717.64575;19.5;83.0;;;0.0;97.0;North;4.5;North;5.6;143.0;273.0;130.0;310.2;;Medium-Low Production
7783;2024-09-07 04:00:00;79745.125;424072.25;0.0;2652.375;42929.07675000001;549398.82675;14.7;92.0;3.2;;0.0;100.0;Northwest;12.7;Northwest;22.7;0.0;0.0;0.0;0.0;0.0;Low Production
7784;2024-03-03 03:00:00;20215.625;604205.45;0.0;48575.125;83668.3125;756664.5125;4.8;90.0;1.0;1.0;0.0;58.0;Northeast;4.6;East;13.0;0.0;0.0;0.0;;0.0;Medium-High Production
7785;2024-01-18 16:00:00;22816.375;53526.125;nan;49566.375;;220495.5625;12.1;86.0;1.1;;0.0;100.0;Southeast;1.9;South;2.3;0.0;78.0;78.0;0.0;410.9;Medium-Low Production
7786;2024-04-20 11:00:00;45654.1875;169753.0;24717.9375;35191.625;113971.625;389288.375;22.0;49.0;;;;99.0;West;6.3;West;8.1;525.0;;169.0;686.9;1036.1;High Production
7787;2024-06-06 16:00:00;58317.6875;59124.5;14008.4375;20701.5625;106366.375;258518.5625;27.1;50.0;;;0.0;100.0;;7.6;Northwest;9.2;346.0;;272.0;462.3;994.1;Medium Production
7788;2024-07-31 04:00:00;42578.375;40188.625;0.0;3848.4375;81272.56425;167888.00175;17.8;98.0;;;0.0;73.0;West;2.3;West;2.5;0.0;0.0;0.0;0.0;0.0;Medium Production
7789;2024-05-10 03:00:00;34472.0;42778.875;0.0;26792.9375;94303.2975;198347.11;11.4;88.0;;;0.0;100.0;;6.1;North;7.7;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
7790;2024-02-14 03:00:00;22072.3125;379133.25;0.0;42937.0;87462.57000000002;531605.1325000001;15.2;97.0;0.1;0.1;;100.0;Northwest;4.2;North;10.2;0.0;0.0;0.0;;0.0;Low Production
7791;2024-03-15 23:00:00;34911.9375;137789.65000000002;0.25;;85959.0;311815.15;9.9;100.0;;;0.0;100.0;South;;South;7.9;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
7792;2024-11-25 08:00:00;74628.25;573223.0;2660.9375;25119.4375;42175.82949999999;717807.4545;10.3;91.0;0.2;0.2;;99.0;Northeast;7.0;Northeast;14.3;0.0;;3.0;0.0;30.4;Low Production
7793;2024-12-04 13:00:00;74425.75;86585.5625;30079.125;24058.0625;63741.82275000001;278890.32275;14.9;79.0;;;0.0;;West;1.3;West;1.3;197.0;363.0;nan;449.0;617.9;Medium-Low Production
7794;2024-07-26 11:00:00;60717.8125;255370.4375;40392.875;8105.6875;103685.6085;468272.421;28.9;45.0;;;0.0;0.0;Northwest;8.0;Northwest;10.4;680.0;782.0;102.0;836.7;1077.6;High Production
7795;2024-11-27 07:00:00;74393.0;200230.3125;49.6875;18503.4375;41326.54525;334502.98275;7.3;88.0;;;;100.0;Northwest;9.1;Northwest;18.8;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
7796;2024-11-10 14:00:00;57106.6875;310786.4375;25660.8125;20660.9375;67013.44900000002;481228.324;;88.0;0.2;0.2;0.0;100.0;South;9.0;South;12.7;26.0;156.0;130.0;54.2;669.3;High Production
7797;2024-02-25 03:00:00;19791.25;1105275.6875;0.0;42628.625;;;12.2;93.0;0.7;0.7;0.0;100.0;Southwest;22.6;West;;0.0;0.0;0.0;0.0;0.0;Medium Production
7798;2024-09-03 03:00:00;81234.0625;409578.0;0.0;2981.4375;44916.586500000005;538710.0865;15.0;74.0;;;0.0;7.0;Northwest;12.8;Northwest;24.9;0.0;0.0;0.0;0.0;0.0;High Production
7799;2024-05-10 11:00:00;50972.0625;29676.75;33211.125;30466.4375;127421.98620925;271748.36120925;24.6;55.0;;;0.0;0.0;Northwest;2.7;Northwest;3.7;713.0;820.0;107.0;871.3;1097.9;Medium-Low Production
7800;2024-11-03 14:00:00;nan;415815.6875;14329.75;20407.1875;64898.49249999999;572993.9299999999;22.2;58.0;;;0.0;2.0;Southwest;15.8;Southwest;22.0;413.0;490.0;77.0;811.7;707.6;Low Production
7801;2024-03-30 11:00:00;27835.8125;536687.0625;25463.0;54722.1875;113212.5;757920.5625;8.1;89.0;2.5;2.5;0.0;100.0;Southeast;19.6;Southeast;31.4;0.0;60.0;60.0;0.0;931.0;Medium-High Production
7802;2024-10-29 07:00:00;63715.9375;917521.875;nan;14227.1875;47666.37725000002;1043630.68975;13.1;76.0;;;0.0;0.0;South;9.3;South;24.7;0.0;0.0;0.0;0.0;0.0;Medium Production
7803;2024-11-15 18:00:00;72374.1875;727007.5625;0.0;21213.25;42341.25999999998;862936.26;15.5;77.0;;;0.0;100.0;Northwest;6.3;Northwest;17.2;;1.0;1.0;0.0;7.6;Medium-High Production
7804;2024-03-09 01:00:00;23328.75;1058962.3375;0.0;51049.625;90690.75;1224031.4625;6.8;89.0;2.9;2.9;0.0;100.0;South;17.2;Southwest;;0.0;0.0;0.0;0.0;0.0;Medium Production
7805;2024-03-02 23:00:00;19687.25;704068.5375;nan;;86470.4375;858892.225;3.9;;;;0.0;36.0;Southeast;6.1;Southeast;8.4;0.0;0.0;0.0;;;Medium-High Production
7806;2024-02-27 13:00:00;nan;688912.8125;36038.75;51275.3125;111737.507;929232.9445;12.8;;;;0.0;100.0;South;19.1;South;26.3;240.0;503.0;263.0;375.2;892.6;Medium-High Production
7807;2024-04-29 14:00:00;nan;267075.875;31051.75;31358.4375;123618.8125;;16.5;50.0;;;;99.0;Southwest;11.9;Southwest;14.9;534.0;816.0;282.0;616.0;1169.4;High Production
7808;2024-06-03 03:00:00;39685.25;495310.625;0.0625;10116.6875;99120.1875;644232.8125;;45.0;;;;0.0;Northwest;;Northwest;36.8;0.0;0.0;0.0;0.0;0.0;Low Production
7809;2024-07-12 15:00:00;58570.8125;228260.5625;33082.625;4767.5;;430660.87325;26.7;45.0;;;0.0;0.0;Northwest;8.7;Northwest;10.8;707.0;834.0;127.0;821.5;1138.9;High Production
7810;2024-02-22 13:00:00;nan;1109348.625;nan;44554.375;106846.39875;1312362.77375;;90.0;2.1;2.1;0.0;;Northwest;23.0;Northwest;36.3;0.0;75.0;75.0;;859.5;Medium Production
7811;2024-05-23 05:00:00;45126.1875;415887.5;70.125;17483.125;89260.74210100001;;7.4;93.0;;;0.0;1.0;East;7.1;East;19.2;0.0;0.0;nan;0.0;0.0;Low Production
7812;2024-11-05 00:00:00;64804.5625;540698.875;0.0;10966.625;46286.63475;662756.69725;15.1;93.0;0.5;0.5;0.0;94.0;Southwest;6.9;;19.0;0.0;0.0;0.0;0.0;;Low Production
7813;2024-02-23 13:00:00;43657.4375;;23280.0625;46953.75;103561.93099999998;1285480.8685;10.4;74.0;0.3;0.3;0.0;64.0;;22.2;Northeast;31.0;286.0;482.0;nan;461.7;866.1;Medium Production
7814;2024-02-28 22:00:00;39815.9375;348998.5625;0.25;52383.3125;88255.80675;529453.86925;6.8;96.0;;;;64.0;East;7.8;East;12.7;0.0;0.0;0.0;0.0;0.0;High Production
7815;2024-10-12 23:00:00;43653.375;729649.3125;nan;24378.5625;41415.133500000025;839096.3835;15.9;88.0;;;0.0;0.0;West;8.0;Northwest;;0.0;0.0;0.0;0.0;;Medium-High Production
7816;2024-10-17 19:00:00;64090.125;578884.8125;0.0;35929.8125;37712.51199999999;716617.262;13.0;88.0;;;0.0;100.0;West;6.0;West;11.0;0.0;;nan;0.0;0.0;Low Production
7817;2024-10-11 05:00:00;44991.3125;762050.6875;0.125;26426.375;;875275.93375;14.9;73.0;;;0.0;96.0;East;14.5;East;29.0;0.0;0.0;0.0;0.0;0.0;Medium-High Production
7818;2024-04-04 23:00:00;27954.5625;885573.125;nan;54957.75;90591.5625;1059077.125;13.3;73.0;;;0.0;100.0;South;17.0;Southwest;29.9;0.0;0.0;nan;0.0;;Medium Production
7819;2024-09-05 21:00:00;nan;;0.0;2674.1875;41200.504000000015;791737.129;16.8;70.0;;;0.0;91.0;West;15.2;West;22.7;0.0;0.0;0.0;0.0;0.0;Medium-High Production
7820;2024-07-15 09:00:00;58625.5;;20753.75;7531.4375;92758.34275;;18.8;77.0;;0.1;0.0;84.0;Northwest;12.3;Northwest;16.5;248.0;390.0;142.0;439.9;746.3;High Production
7821;2024-11-17 19:00:00;59242.5625;;0.0;21365.0;33456.485250000005;182549.04775;14.6;84.0;;;0.0;;Northwest;5.2;Northwest;12.1;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
7822;2024-06-18 00:00:00;47826.1875;258020.0625;0.25;;94915.25;407546.0;15.1;98.0;1.2;1.2;0.0;100.0;North;3.2;North;10.2;0.0;0.0;0.0;0.0;0.0;High Production
7823;2024-03-04 05:00:00;19909.875;904917.0875;nan;48799.0;81312.56250000003;1054938.8375;10.8;95.0;0.1;0.1;0.0;100.0;North;14.8;;27.1;0.0;0.0;nan;0.0;0.0;Medium Production
7824;2024-09-11 10:00:00;nan;329304.5;37501.875;6109.75;69625.05599999998;530922.806;21.3;57.0;;;0.0;18.0;North;14.6;North;;438.0;534.0;nan;760.9;777.3;High Production
7825;2024-02-29 19:00:00;41670.5;996709.0;0.25;52049.0625;87451.05150000006;1177879.864;8.2;72.0;;;0.0;19.0;Northeast;12.7;Northeast;23.9;1.0;4.0;3.0;15.0;32.4;Medium Production
7826;2024-06-23 13:00:00;42112.9375;106122.875;35757.6875;10425.5625;111389.5;305808.5625;27.7;54.0;;;;68.0;Southwest;5.2;Southwest;6.2;822.0;939.0;117.0;866.8;1255.5;Medium-Low Production
7827;2024-09-10 21:00:00;nan;546129.3125;nan;2322.625;42122.78199999998;688601.532;19.9;61.0;;;;0.0;North;16.2;North;29.9;;;0.0;0.0;0.0;Low Production
7828;2024-02-04 16:00:00;19857.125;1955.1875;12289.1875;41299.4375;96306.20575;171707.14325;18.4;;;;0.0;98.0;North;3.6;North;3.8;260.0;329.0;69.0;724.9;505.0;Medium-Low Production
7829;2024-04-30 22:00:00;60667.8125;590480.0;0.25;27079.6875;93635.1875;771862.9375;8.4;90.0;0.2;0.2;0.0;54.0;South;6.5;South;14.2;;0.0;nan;0.0;0.0;Medium-Low Production
7830;2024-07-09 13:00:00;62540.5625;274282.1875;28966.0625;6337.4375;105218.00325;477344.25325;19.4;93.0;;2.8;0.0;100.0;West;15.7;West;23.3;0.0;92.0;92.0;0.0;1245.8;High Production
7831;2024-03-10 09:00:00;19979.4375;998355.2;17199.4375;51612.0625;105288.25;1192434.3875;9.9;84.0;0.1;0.1;0.0;59.0;West;14.8;West;;64.0;160.0;96.0;221.8;400.3;Medium Production
7832;2024-02-07 16:00:00;39840.75;568318.75;7529.5;43145.0625;;758692.37325;15.2;81.0;;;0.0;;West;20.4;West;31.9;6.0;;106.0;16.1;522.9;Medium-High Production
7833;2024-02-09 23:00:00;34664.125;1121762.875;0.3125;48539.9375;75289.17249999999;1280256.4225;9.3;91.0;;;;44.0;Northeast;13.3;Northeast;25.6;0.0;0.0;0.0;0.0;0.0;Medium Production
7834;2024-07-07 15:00:00;39123.125;362786.25;nan;5688.5625;103919.82725;545594.26475;;48.0;;;0.0;28.0;Southeast;17.2;Southeast;21.9;736.0;851.0;115.0;;1142.8;Low Production
7835;2024-05-25 10:00:00;46999.375;;34202.25;25957.625;123332.788159;317053.225659;;71.0;;;0.0;;Northwest;6.8;;8.6;311.0;559.0;248.0;426.4;972.5;Medium-Low Production
7836;2024-08-15 19:00:00;39322.375;306329.0625;260.8125;4402.0625;79326.36425;429640.67675;;45.0;;;0.0;0.0;Southwest;9.0;Southwest;21.0;74.0;;nan;405.9;243.2;High Production
7837;2024-08-28 11:00:00;51564.9375;86807.9375;33640.375;7205.3125;;299136.89900000003;;;;;0.0;24.0;Northwest;7.3;Northwest;8.9;595.0;716.0;121.0;805.3;990.7;Medium-Low Production
7838;2024-05-16 03:00:00;34844.875;372043.9375;0.25;22840.5625;100809.27149999996;530538.8965;9.8;93.0;;;0.0;50.0;North;4.7;North;10.0;0.0;0.0;0.0;0.0;0.0;High Production
7839;2024-10-28 06:00:00;63381.25;808335.9375;0.0;10261.375;40045.03774999996;;8.4;88.0;;;0.0;;Northwest;8.0;Northwest;17.6;0.0;0.0;nan;0.0;0.0;Medium-Low Production
7840;2024-09-09 23:00:00;84827.4375;258077.9375;0.0;1892.5625;41467.66825;386265.60575;15.1;;;;;0.0;Northwest;4.0;Northwest;4.2;0.0;0.0;0.0;0.0;0.0;High Production
7841;2024-03-20 03:00:00;25888.0625;73771.8125;0.1875;48015.9375;75433.9375;223109.9375;8.4;98.0;;;0.0;78.0;Southwest;3.7;Southwest;2.9;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
